"congno","sticpsr","cd","stalpha","occup","score1","score2","year","stgj","po","dv","dvp","redist","i2","demqa","i1","demqal","nstate","dpvote","normvote","dvfix","dvpfix"
82,73,5,"WASHING","0",0.244,-0.058,52,47,0,0.44,0.452,1,-1,-1,-1,-1,"Washingt",NA,NA,0.484,0.488
82,73,6,"WASHING","0",0.05,-0.335,52,47,1,0.402,0.394,1,-1,0,-1,0,"Washingt",NA,NA,0.446,0.43
82,56,1,"WEST","VI",0,-0.619,-0.21,52,48,0,0.529,0.517,0,0,-1,1,"0","West_Vir",NA,NA,0.529
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,56,2,"WEST","VI",0,-0.305,-0.091,52,48,0,0.515,0.543,0,1,1,1,"0","West_Vir",NA,NA,0.471
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,56,3,"WEST","VI",0,-0.285,-0.064,52,48,0,0.534,0.544,1,1,1,1,"0","West_Vir",NA,NA,0.49
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,56,4,"WEST","VI",0,-0.298,-0.092,52,48,1,0.467,0.516,1,1,0,1,"0","West_Vir",NA,NA,0.423
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,56,5,"WEST","VI",1,0,0,52,48,0,0.638,0.657,0,1,1,1,"1","West_Vir",NA,NA,0.594
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,56,6,"WEST","VI",0,-0.235,0.018,52,48,0,0.556,0.616,0,0,0,1,"0","West_Vir",NA,NA,0.556
NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA
82,25,1,"WISCONS","0",0.592,0.077,52,49,0,0.406,0.428,0,-1,-1,-1,-1,"Wisconsi",NA,NA,0.45,0.464
82,25,2,"WISCONS","0",0.41,-0.094,52,49,0,0.371,0.425,0,-1,-1,-1,-1,"Wisconsi",NA,NA,0.415,0.461
82,25,3,"WISCONS","0",0.1,-0.055,52,49,0,0.249,0.413,0,-1,-1,-1,0,"Wisconsi",NA,NA,0.293,0.449
82,25,4,"WISCONS","0",-0.34,-0.153,52,49,1,0.643,0.609,0,1,0,1,0,"Wisconsi",NA,NA,0.599,0.573
82,25,5,"WISCONS","0",0.228,-0.363,52,49,1,0.484,0.484,0,-1,0,1,0,"Wisconsi",NA,NA,0.528,0.448
82,25,6,"WISCONS","0",0.555,0.031,52,49,0,0.283,0.35,0,-1,-1,0,NA,"Wisconsi",NA,NA,0.327,0.35
82,25,7,"WISCONS","0",0.293,-0.188,52,49,0,0.277,0.317,0,0,-1,-1,-1,"Wisconsi",NA,NA,0.277,0.353
82,25,8,"WISCONS","0",0.425,-0.069,52,49,0,0.264,0.379,0,-1,-1,-1,-1,"Wisconsi",NA,NA,0.308,0.415
82,25,9,"WISCONS","0",0.064,-0.255,52,49,0,0.348,0.292,0,-1,-1,-1,-1,"Wisconsi",NA,NA,0.392,0.328
82,25,10,"WISCONS","0",0.143,-0.006,52,49,0,0.326,0.43,0,-1,-1,-1,-1,"Wisconsi",NA,NA,0.37,0.466
82,68,1,"WYOMING","0",0.457,-0.004,52,50,1,0.399,0.455,0,-1,0,0,-1,"Wyoming",NA,NA,0.443,0.455
83,41,1,"ALABAMA","0",-0.049,0.339,54,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
83,41,2,"ALABAMA","0",-0.042,0.42,54,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
83,41,3,"ALABAMA","0",0.014,0.463,54,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
83,41,4,"ALABAMA","0",-0.221,0.214,54,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
83,41,5,"ALABAMA","0",-0.255,0.315,54,1,0,NA,NA,0,1,1,1,1,"Alabama",NA,NA,NA,NA
83,41,6,"ALABAMA","0",-0.156,0.406,54,1,0,NA,NA,0,1,1,0,1,"Alabama",NA,NA,NA,NA
83,41,7,"ALABAMA","0",-0.277,0.275,54,1,0,0.789,0.725,0,1,1,1,1,"Alabama",NA,NA,0.737,0.681
83,41,8,"ALABAMA","0",-0.258,0.309,54,1,0,0.916,0.873,0,1,1,1,1,"Alabama",NA,NA,0.864,0.829
83,41,9,"ALABAMA","0",-0.085,0.335,54,1,0,NA,NA,0,0,1,1,1,"Alabama",NA,NA,NA,NA
83,61,1,"ARIZONA","0",0.32,-0.119,54,3,1,0.469,0.46,0,-1,0,1,1,"Arizona",NA,NA,0.521,0.416
83,61,2,"ARIZONA","0",0.045,0.38,54,3,0,0.621,0.569,0,0,1,1,1,"Arizona",NA,NA,0.621,0.525
83,42,1,"ARKANSA","0",0.09,0.38,54,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
83,42,2,"ARKANSA","0",-0.12,0.361,54,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
83,42,3,"ARKANSA","0",-0.294,0.294,54,4,0,NA,0.56,0,1,1,1,1,"Arkansas",NA,NA,NA,0.516
83,42,4,"ARKANSA","0",-0.092,0.371,54,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
83,42,5,"ARKANSA","0",-0.192,0.188,54,4,0,NA,0.802,0,1,1,1,1,"Arkansas",NA,NA,NA,0.758
83,42,6,"ARKANSA","0",0.056,0.423,54,4,0,NA,NA,0,1,1,1,1,"Arkansas",NA,NA,NA,NA
83,71,1,"CALIFOR","0",0.354,-0.192,54,5,0,0.409,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.461,NA
83,71,2,"CALIFOR","0",-0.224,-0.038,54,5,0,NA,NA,0,1,1,1,1,"Californ",NA,NA,NA,NA
83,71,3,"CALIFOR","0",-0.515,-0.067,54,5,0,0.653,0.515,0,1,1,0,0,"Californ",NA,NA,0.601,0.515
83,71,4,"CALIFOR","0",0.143,-0.453,54,5,0,0.375,0.45,0,-1,-1,1,1,"Californ",NA,NA,0.427,0.406
83,71,5,"CALIFOR","0",-0.439,-0.155,54,5,0,NA,NA,0,1,1,1,1,"Californ",NA,NA,NA,NA
83,71,6,"CALIFOR","0",-0.545,-0.005,54,5,0,0.491,0.506,0,1,1,0,1,"Californ",NA,NA,0.439,0.506
83,71,7,"CALIFOR","0",0.232,-0.246,54,5,0,0.47,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.522,NA
83,71,8,"CALIFOR","0",-0.518,-0.153,54,5,0,0.654,NA,0,1,1,1,1,"Californ",NA,NA,0.602,NA
83,71,9,"CALIFOR","0",0.331,-0.401,54,5,0,0.455,0.46,0,-1,-1,0,NA,"Californ",NA,NA,0.507,0.46
83,71,10,"CALIFOR","0",0.252,-0.349,54,5,0,0.388,0.398,0,-1,-1,0,-1,"Californ",NA,NA,0.44,0.398
83,71,11,"CALIFOR","0",0.199,-0.201,54,5,0,0.474,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.526,NA
83,71,12,"CALIFOR","0",0.32,-0.097,54,5,0,0.538,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.59,NA
83,71,13,"CALIFOR","0",0.407,-0.08,54,5,0,0.475,0.49,0,0,1,-1,-1,"Californ",NA,NA,0.475,0.534
83,71,14,"CALIFOR","0",-0.299,-0.194,54,5,0,0.651,0.51,0,1,1,-1,0,"Californ",NA,NA,0.599,0.554
83,71,15,"CALIFOR","0",0.266,-0.208,54,5,0,0.431,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.483,NA
83,71,16,"CALIFOR","0",0.384,-0.193,54,5,0,0.392,0.402,0,-1,-1,-1,-1,"Californ",NA,NA,0.444,0.446
83,71,17,"CALIFOR","0",-0.475,-0.127,54,5,0,0.601,0.553,0,1,1,1,1,"Californ",NA,NA,0.549,0.509
83,71,18,"CALIFOR","0",0.241,-0.358,54,5,0,0.45,0.445,0,-1,-1,0,NA,"Californ",NA,NA,0.502,0.445
83,71,19,"CALIFOR","0",-0.492,-0.124,54,5,0,0.748,NA,0,1,1,1,1,"Californ",NA,NA,0.696,NA
83,71,20,"CALIFOR","0",0.263,-0.234,54,5,0,0.288,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.34,NA
83,71,21,"CALIFOR","0",0.462,-0.107,54,5,0,0.413,0.464,0,-1,-1,0,0,"Californ",NA,NA,0.465,0.464
83,71,22,"CALIFOR","0",0.333,-0.305,54,5,0,0.418,0.395,0,-1,-1,0,NA,"Californ",NA,NA,0.47,0.395
83,71,23,"CALIFOR","0",-0.382,-0.105,54,5,1,0.721,NA,0,1,0,1,1,"Californ",NA,NA,0.669,NA
83,71,24,"CALIFOR","1",0,0,54,5,0,0.431,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.483,NA
83,71,25,"CALIFOR","0",0.302,-0.237,54,5,0,0.348,0.357,0,-1,-1,-1,-1,"Californ",NA,NA,0.4,0.401
83,71,26,"CALIFOR","0",-0.321,-0.092,54,5,0,0.601,NA,0,0,-1,1,1,"Californ",NA,NA,0.601,NA
83,71,27,"CALIFOR","0",-0.281,0.036,54,5,0,0.647,0.55,0,1,1,1,0,"Californ",NA,NA,0.595,0.506
83,71,28,"CALIFOR","0",0.608,0.065,54,5,0,0.338,0.37,0,-1,-1,0,-1,"Californ",NA,NA,0.39,0.37
83,71,29,"CALIFOR","0",0.579,-0.056,54,5,0,0.421,NA,0,-1,-1,-1,-1,"Californ",NA,NA,0.473,NA
83,71,30,"CALIFOR","0",0.367,-0.366,54,5,0,0.396,0.404,0,-1,-1,0,1,"Californ",NA,NA,0.448,0.404
83,62,1,"COLORAD","0",-0.23,-0.091,54,6,0,0.558,0.511,0,1,1,1,1,"Colorado",NA,NA,0.506,0.467
83,62,2,"COLORAD","0",0.292,-0.071,54,6,0,0.447,0.369,0,-1,-1,-1,-1,"Colorado",NA,NA,0.499,0.413
83,62,3,"COLORAD","0",0.278,-0.087,54,6,0,0.47,0.423,0,-1,-1,-1,0,"Colorado",NA,NA,0.522,0.467
83,62,4,"COLORAD","0",-0.392,0.033,54,6,0,0.535,0.501,0,1,1,1,0,"Colorado",NA,NA,0.483,0.457
83,1,1,"CONNECT","0",-0.263,-0.219,54,7,0,0.57,0.54,0,1,1,0,NA,"Connecti",NA,NA,0.518,0.54
83,1,2,"CONNECT","0",0.089,-0.419,54,7,1,0.493,0.445,0,-1,0,-1,0,"Connecti",NA,NA,0.545,0.489
83,1,3,"CONNECT","0",0.133,-0.416,54,7,0,0.473,0.472,0,-1,-1,1,0,"Connecti",NA,NA,0.525,0.428
83,1,4,"CONNECT","0",0.07,-0.526,54,7,0,0.424,0.396,0,-1,-1,-1,-1,"Connecti",NA,NA,0.476,0.44
83,1,5,"CONNECT","0",0.085,-0.41,54,7,0,0.472,0.433,0,-1,-1,-1,-1,"Connecti",NA,NA,0.524,0.477
83,11,1,"DELAWAR","0",0.394,-0.473,54,8,0,0.549,0.481,0,0,1,0,NA,"Delaware",NA,NA,0.549,0.481
83,43,1,"FLORIDA","0",0,0.064,54,9,1,0.492,0.507,0,1,0,0,-1,"Florida",NA,NA,0.44,0.507
83,43,2,"FLORIDA","0",0.012,0.216,54,9,0,NA,NA,0,1,1,1,1,"Florida",NA,NA,NA,NA
83,43,3,"FLORIDA","0",-0.037,0.371,54,9,0,NA,NA,0,1,1,1,1,"Florida",NA,NA,NA,NA
83,43,4,"FLORIDA","0",-0.045,0.132,54,9,0,NA,0.66,0,0,1,1,1,"Florida",NA,NA,NA,0.616
83,43,5,"FLORIDA","0",0.071,0.328,54,9,0,NA,NA,0,1,1,1,1,"Florida",NA,NA,NA,NA
83,43,6,"FLORIDA","0",0.068,0.309,54,9,0,NA,0.607,0,1,1,1,1,"Florida",NA,NA,NA,0.563
83,43,7,"FLORIDA","0",0.349,0.376,54,9,1,0.555,0.563,0,1,0,0,1,"Florida",NA,NA,0.503,0.563
83,43,8,"FLORIDA","0",-0.049,0.337,54,9,0,NA,NA,0,1,1,0,1,"Florida",NA,NA,NA,NA
83,44,1,"GEORGIA","0",-0.118,0.397,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,2,"GEORGIA","0",-0.125,0.378,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,3,"GEORGIA","0",0.043,0.418,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,4,"GEORGIA","0",-0.137,0.44,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,5,"GEORGIA","0",0.162,0.432,54,10,0,0.644,NA,0,1,1,1,1,"Georgia",NA,NA,0.592,NA
83,44,6,"GEORGIA","0",-0.157,0.294,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,7,"GEORGIA","0",-0.301,0.284,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,44,8,"GEORGIA","0",0.287,0.628,54,10,0,NA,NA,0,0,1,1,1,"Georgia",NA,NA,NA,NA
83,44,9,"GEORGIA","0",-0.105,0.6,54,10,0,NA,NA,0,1,1,0,NA,"Georgia",NA,NA,NA,NA
83,44,10,"GEORGIA","0",-0.126,0.412,54,10,0,NA,NA,0,1,1,1,1,"Georgia",NA,NA,NA,NA
83,63,1,"IDAHO","0",-0.381,-0.09,54,12,1,0.549,0.503,0,1,0,-1,0,"Idaho",NA,NA,0.497,0.547
83,63,2,"IDAHO","0",0.514,0,54,12,1,0.392,0.338,0,-1,0,-1,-1,"Idaho",NA,NA,0.444,0.382
83,21,1,"ILLINOI","0",-0.598,-0.159,54,13,0,0.753,0.735,0,1,1,1,1,"Illinois",NA,NA,0.701,0.691
83,21,2,"ILLINOI","0",-0.531,-0.261,54,13,1,0.616,0.514,0,1,0,-1,0,"Illinois",NA,NA,0.564,0.558
83,21,3,"ILLINOI","0",0.55,0.155,54,13,0,0.538,0.455,0,-1,-1,-1,0,"Illinois",NA,NA,0.59,0.499
83,21,4,"ILLINOI","0",0.51,-0.022,54,13,1,0.479,0.434,0,-1,0,-1,-1,"Illinois",NA,NA,0.531,0.478
83,21,5,"ILLINOI","0",-0.563,-0.198,54,13,0,0.732,0.645,0,1,1,1,1,"Illinois",NA,NA,0.68,0.601
83,21,6,"ILLINOI","0",-0.456,-0.23,54,13,0,0.717,0.631,0,1,1,1,1,"Illinois",NA,NA,0.665,0.587
83,21,7,"ILLINOI","0",-0.502,-0.117,54,13,0,0.784,0.835,0,1,1,1,1,"Illinois",NA,NA,0.732,0.791
83,21,8,"ILLINOI","0",-0.61,-0.244,54,13,0,0.683,0.59,0,1,1,1,1,"Illinois",NA,NA,0.631,0.546
83,21,9,"ILLINOI","0",-0.455,-0.312,54,13,0,0.604,0.524,0,1,1,1,1,"Illinois",NA,NA,0.552,0.48
83,21,10,"ILLINOI","0",0.425,-0.017,54,13,0,0.427,0.35,0,-1,-1,-1,-1,"Illinois",NA,NA,0.479,0.394
83,21,11,"ILLINOI","0",0.418,-0.136,54,13,0,0.491,0.406,0,-1,-1,-1,-1,"Illinois",NA,NA,0.543,0.45
83,21,12,"ILLINOI","0",0.471,0,54,13,0,0.541,0.443,0,-1,-1,-1,-1,"Illinois",NA,NA,0.593,0.487
83,21,13,"ILLINOI","0",0.422,-0.013,54,13,0,0.304,0.294,0,-1,-1,-1,-1,"Illinois",NA,NA,0.356,0.338
83,21,14,"ILLINOI","0",0.487,-0.034,54,13,0,0.276,0.285,0,-1,-1,-1,-1,"Illinois",NA,NA,0.328,0.329
83,21,15,"ILLINOI","0",0.667,0.206,54,13,0,0.372,0.364,0,-1,-1,-1,-1,"Illinois",NA,NA,0.424,0.408
83,21,16,"ILLINOI","0",0.457,-0.042,54,13,0,NA,0.335,0,-1,-1,-1,-1,"Illinois",NA,NA,NA,0.379
83,21,17,"ILLINOI","0",0.362,-0.086,54,13,0,0.35,0.364,0,-1,-1,-1,-1,"Illinois",NA,NA,0.402,0.408
83,21,18,"ILLINOI","0",0.458,-0.029,54,13,0,0.425,0.448,0,-1,-1,-1,-1,"Illinois",NA,NA,0.477,0.492
83,21,19,"ILLINOI","0",0.391,-0.155,54,13,0,0.435,0.392,0,-1,-1,-1,0,"Illinois",NA,NA,0.487,0.436
83,21,20,"ILLINOI","0",0.374,0.061,54,13,0,0.371,0.382,0,-1,-1,-1,-1,"Illinois",NA,NA,0.423,0.426
83,21,21,"ILLINOI","0",-0.355,-0.184,54,13,1,0.548,0.524,0,1,0,NA,0,"Illinois",NA,NA,0.496,NA
83,21,22,"ILLINOI","0",0.236,-0.16,54,13,1,0.38,0.37,0,-1,0,-1,-1,"Illinois",NA,NA,0.432,0.414
83,21,23,"ILLINOI","0",0.463,-0.089,54,13,0,0.471,0.423,0,-1,-1,-1,-1,"Illinois",NA,NA,0.523,0.467
83,21,24,"ILLINOI","0",-0.51,-0.186,54,13,1,0.691,0.648,0,1,0,1,1,"Illinois",NA,NA,0.639,0.604
83,21,25,"ILLINOI","0",0.391,0.019,54,13,0,0.526,0.438,0,-1,-1,-1,0,"Illinois",NA,NA,0.578,0.482
83,22,1,"INDIANA","0",-0.461,-0.228,54,14,0,0.616,0.565,0,1,1,1,1,"Indiana",NA,NA,0.564,0.521
83,22,2,"INDIANA","0",0.337,-0.151,54,14,0,0.404,0.363,0,-1,-1,-1,-1,"Indiana",NA,NA,0.456,0.407
83,22,3,"INDIANA","0",0.354,-0.078,54,14,0,0.494,0.452,0,-1,-1,-1,-1,"Indiana",NA,NA,0.546,0.496
83,22,4,"INDIANA","0",0.395,0.019,54,14,0,0.399,0.357,0,-1,-1,-1,-1,"Indiana",NA,NA,0.451,0.401
83,22,5,"INDIANA","0",0.416,-0.019,54,14,1,0.465,0.425,0,-1,0,-1,-1,"Indiana",NA,NA,0.517,0.469
83,22,6,"INDIANA","0",0.337,-0.152,54,14,0,0.475,0.442,0,-1,-1,-1,-1,"Indiana",NA,NA,0.527,0.486
83,22,7,"INDIANA","0",0.251,-0.038,54,14,1,0.445,0.436,0,-1,0,-1,-1,"Indiana",NA,NA,0.497,0.48
83,22,8,"INDIANA","0",0.35,-0.31,54,14,1,0.523,0.472,0,-1,0,1,1,"Indiana",NA,NA,0.575,0.428
83,22,9,"INDIANA","0",0.424,-0.024,54,14,0,0.483,0.434,0,-1,-1,-1,-1,"Indiana",NA,NA,0.535,0.478
83,22,10,"INDIANA","0",0.355,-0.035,54,14,0,0.437,0.395,0,-1,-1,-1,-1,"Indiana",NA,NA,0.489,0.439
83,22,11,"INDIANA","0",0.34,-0.168,54,14,0,0.449,0.405,0,-1,-1,-1,-1,"Indiana",NA,NA,0.501,0.449
83,31,1,"IOWA","0",0.401,0.013,54,15,0,0.43,0.37,0,0,-1,-1,-1,"Iowa",NA,NA,0.43,0.414
83,31,2,"IOWA","0",0.319,-0.03,54,15,1,0.446,0.377,0,-1,0,-1,0,"Iowa",NA,NA,0.498,0.421
83,31,3,"IOWA","0",0.346,0.106,54,15,0,0.379,0.341,0,-1,-1,-1,-1,"Iowa",NA,NA,0.431,0.385
83,31,4,"IOWA","0",0.322,-0.082,54,15,1,0.444,0.38,0,-1,0,-1,-1,"Iowa",NA,NA,0.496,0.424
83,31,5,"IOWA","0",0.21,-0.149,54,15,0,0.444,0.411,0,-1,-1,-1,-1,"Iowa",NA,NA,0.496,0.455
83,31,6,"IOWA","0",0.322,0.034,54,15,1,0.397,0.312,0,-1,0,-1,-1,"Iowa",NA,NA,0.449,0.356
83,31,7,"IOWA","0",0.452,0.123,54,15,0,0.396,0.327,0,-1,-1,-1,-1,"Iowa",NA,NA,0.448,0.371
83,31,8,"IOWA","0",0.37,-0.007,54,15,0,0.362,NA,0,-1,-1,-1,-1,"Iowa",NA,NA,0.414,NA
83,32,1,"KANSAS","0",-0.186,-0.04,54,16,1,0.457,0.515,0,1,0,-1,-1,"Kansas",NA,NA,0.405,0.559
83,32,2,"KANSAS","0",0.527,0.016,54,16,0,0.453,0.427,0,-1,-1,-1,-1,"Kansas",NA,NA,0.505,0.471
83,32,3,"KANSAS","0",0.348,-0.018,54,16,0,0.446,0.405,0,-1,-1,-1,-1,"Kansas",NA,NA,0.498,0.449
83,32,4,"KANSAS","0",0.405,-0.034,54,16,1,0.438,0.406,0,-1,0,-1,-1,"Kansas",NA,NA,0.49,0.45
83,32,5,"KANSAS","0",0.255,-0.098,54,16,1,0.351,0.291,0,-1,0,-1,-1,"Kansas",NA,NA,0.403,0.335
83,32,6,"KANSAS","0",0.587,0.353,54,16,1,0.467,0.375,0,-1,0,-1,-1,"Kansas",NA,NA,0.519,0.419
83,51,1,"KENTUCK","0",-0.189,0.339,54,17,0,NA,0.658,0,1,1,1,0,"Kentucky",NA,NA,NA,0.614
83,51,2,"KENTUCK","1",0,0,54,17,0,NA,0.544,0,1,1,0,1,"Kentucky",NA,NA,NA,0.544
83,51,3,"KENTUCK","0",0.122,-0.385,54,17,0,0.498,0.458,0,-1,-1,0,0,"Kentucky",NA,NA,0.55,0.458
83,51,4,"KENTUCK","0",-0.175,0.22,54,17,0,NA,0.559,0,1,1,1,1,"Kentucky",NA,NA,NA,0.515
83,51,5,"KENTUCK","0",-0.347,0.084,54,17,1,0.61,0.554,0,1,0,1,0,"Kentucky",NA,NA,0.558,0.51
83,51,6,"KENTUCK","0",-0.192,0.188,54,17,0,0.609,0.563,0,1,1,1,1,"Kentucky",NA,NA,0.557,0.519
83,51,7,"KENTUCK","0",-0.359,-0.01,54,17,1,0.604,0.582,0,1,0,1,0,"Kentucky",NA,NA,0.552,0.538
83,51,8,"KENTUCK","0",0.505,0.087,54,17,0,0.364,0.311,0,0,0,-1,-1,"Kentucky",NA,NA,0.364,0.355
83,45,1,"LOUISIA","0",-0.015,0.265,54,18,0,0.823,0.664,0,1,1,1,1,"Louisian",NA,NA,0.771,0.62
83,45,2,"LOUISIA","0",-0.221,0.194,54,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
83,45,3,"LOUISIA","0",-0.07,0.484,54,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
83,45,4,"LOUISIA","0",-0.02,0.374,54,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
83,45,5,"LOUISIA","0",0.091,0.47,54,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
83,45,6,"LOUISIA","0",-0.208,0.248,54,18,0,NA,NA,0,1,1,1,1,"Louisian",NA,NA,NA,NA
83,45,7,"LOUISIA","0",-0.065,0.586,54,18,0,NA,NA,0,1,1,0,NA,"Louisian",NA,NA,NA,NA
83,45,8,"LOUISIA","0",-0.054,0.396,54,18,0,NA,NA,0,1,1,0,NA,"Louisian",NA,NA,NA,NA
83,2,1,"MAINE","0",0.208,-0.236,54,19,1,0.479,0.384,0,-1,0,-1,-1,"Maine",NA,NA,0.531,0.428
83,2,2,"MAINE","0",0.385,-0.086,54,19,0,0.46,0.332,0,-1,-1,-1,-1,"Maine",NA,NA,0.512,0.376
83,2,3,"MAINE","0",0.426,-0.047,54,19,0,0.395,0.238,0,-1,-1,-1,-1,"Maine",NA,NA,0.447,0.282
83,52,1,"MARYLAN","0",0.354,-0.14,54,20,1,0.445,0.39,0,-1,0,-1,0,"Maryland",NA,NA,0.497,0.434
83,52,2,"MARYLAN","0",0.287,-0.209,54,20,1,0.439,0.386,0,-1,0,-1,0,"Maryland",NA,NA,0.491,0.43
83,52,3,"MARYLAN","0",-0.338,-0.124,54,20,0,NA,0.709,0,1,1,1,1,"Maryland",NA,NA,NA,0.665
83,52,4,"MARYLAN","0",-0.113,-0.048,54,20,0,0.572,0.547,0,1,1,1,0,"Maryland",NA,NA,0.52,0.503
83,52,5,"MARYLAN","0",0.377,-0.285,54,20,1,0.537,0.496,0,-1,0,0,0,"Maryland",NA,NA,0.589,0.496
83,52,6,"MARYLAN","0",0.359,-0.404,54,20,0,0.486,0.422,0,-1,-1,0,0,"Maryland",NA,NA,0.538,0.422
83,52,7,"MARYLAN","0",-0.379,-0.205,54,20,0,0.545,0.514,0,1,1,0,0,"Maryland",NA,NA,0.493,0.514
83,3,1,"MASSACH","0",0.118,-0.67,54,21,1,0.444,0.328,0,-1,0,-1,-1,"Massachu",NA,NA,0.496,0.372
83,3,2,"MASSACH","0",-0.302,-0.277,54,21,1,0.596,0.519,0,1,0,0,0,"Massachu",NA,NA,0.544,0.519
83,3,3,"MASSACH","0",-0.183,-0.107,54,21,0,NA,0.675,0,1,1,1,1,"Massachu",NA,NA,NA,0.631
83,3,4,"MASSACH","0",-0.254,-0.166,54,21,1,0.571,0.547,0,1,0,1,0,"Massachu",NA,NA,0.519,0.503
83,3,5,"MASSACH","0",0.095,-0.243,54,21,0,NA,0.239,0,-1,-1,-1,-1,"Massachu",NA,NA,NA,0.283
83,3,6,"MASSACH","0",0.333,-0.372,54,21,1,0.288,NA,0,-1,0,-1,-1,"Massachu",NA,NA,0.34,NA
83,3,7,"MASSACH","0",-0.283,-0.152,54,21,0,NA,0.753,0,1,1,1,1,"Massachu",NA,NA,NA,0.709
83,3,8,"MASSACH","0",0.378,-0.368,54,21,0,0.532,0.489,0,-1,-1,-1,0,"Massachu",NA,NA,0.584,0.533
83,3,9,"MASSACH","0",0.443,0.04,54,21,0,0.434,0.407,0,-1,-1,-1,-1,"Massachu",NA,NA,0.486,0.451
83,3,10,"MASSACH","0",0.231,-0.486,54,21,0,0.493,0.454,0,-1,-1,0,0,"Massachu",NA,NA,0.545,0.454
83,3,11,"MASSACH","0",-0.406,-0.274,54,21,0,0.782,0.696,0,1,1,0,1,"Massachu",NA,NA,0.73,0.696
83,3,12,"MASSACH","0",-0.45,-0.018,54,21,0,NA,0.822,0,1,1,1,1,"Massachu",NA,NA,NA,0.778
83,3,13,"MASSACH","0",0.243,-0.35,54,21,0,0.42,0.394,0,-1,-1,-1,-1,"Massachu",NA,NA,0.472,0.438
83,3,14,"MASSACH","0",0,0,54,21,0,0.38,0.366,0,-1,-1,-1,-1,"Massachu",NA,NA,0.432,0.41
83,23,1,"MICHIGA","0",-0.559,-0.262,54,22,1,0.887,0.846,0,1,0,1,0,"Michigan",NA,NA,0.835,0.802
83,23,2,"MICHIGA","0",0.307,-0.239,54,22,0,0.401,0.364,0,-1,-1,-1,-1,"Michigan",NA,NA,0.453,0.408
83,23,3,"MICHIGA","0",0.594,0.155,54,22,0,0.403,0.378,0,0,NA,-1,-1,"Michigan",NA,NA,0.403,0.422
83,23,4,"MICHIGA","0",0.645,0.176,54,22,0,0.377,0.331,0,-1,-1,-1,-1,"Michigan",NA,NA,0.429,0.375
83,23,5,"MICHIGA","0",0.295,-0.314,54,22,0,0.367,0.336,0,-1,-1,-1,-1,"Michigan",NA,NA,0.419,0.38
83,23,6,"MICHIGA","0",0.626,0.216,54,22,0,0.513,0.472,0,-1,-1,0,NA,"Michigan",NA,NA,0.565,0.472
83,23,7,"MICHIGA","0",0.419,-0.161,54,22,0,0.471,0.396,0,-1,-1,-1,-1,"Michigan",NA,NA,0.523,0.44
83,23,8,"MICHIGA","0",0.591,-0.104,54,22,0,0.371,0.331,0,-1,-1,-1,-1,"Michigan",NA,NA,0.423,0.375
83,23,9,"MICHIGA","0",0.562,-0.008,54,22,0,0.441,0.403,0,-1,-1,-1,-1,"Michigan",NA,NA,0.493,0.447
